fecha,segmento,vendedor,categoria_producto,sub_categoria_producto,precio,stock_vendido,stock_disponible
03-11-2022,América del Sur-Chile-Valparaíso,Linio,Deporte,Colchonetas,37235,444,40
18-05-2020,América Central-México-Cancún,Aliexpress,Electrónico,Tablets,78647,4,22
21-07-2023,América Central-México-Cancún,Aliexpress,Jardinería,Fertilizantes,126849,182,18
20-02-2019,América Central-México-Guadalajara,ElectroChile,Jardinería,Fertilizantes,21991,142,148
12-03-2022,América Central-México-Ciudad de México,Walmart,Cocina,Batidoras,109961,79,38
19-04-2021,América Central-México-Monterrey,ElectroChile,Doméstico,Aspiradoras,30656,27,205
12-02-2019,América del Sur-Colombia-Medellín,Ripley,Baño,Toallas,112173,45,256
04-02-2022,América del Sur-Perú-Arequipa,Easy,Doméstico,Cafeteras,177935,42,63
17-10-2019,América Central-México-Ciudad de México,Paris,Cocina,Microondas,18973,11,247
23-06-2021,América del Sur-Brasil-Curitiba,PC Factory,Moda,Zapatillas,41210,308,52
26-12-2022,América Central-México-Ciudad de México,Homecenter,Electrónico,Cámaras,45805,160,192
22-08-2017,América del Sur-Brasil-Brasilia,Falabella,Moda,Zapatillas,47068,29,31
20-07-2018,América del Sur-Chile-Temuco,Homecenter,Electrónico,Celulares,59273,0,358
17-12-2021,América Central-México-Monterrey,Aliexpress,Moda,Zapatillas,162935,106,387
14-12-2022,América Central-México-Ciudad de México,Homecenter,Cocina,Hornos,169627,319,176
22-10-2019,América del Sur-Argentina-Rosario,PC Factory,Automotriz,Filtros,39297,65,274
04-03-2018,América del Sur-Perú-Arequipa,Walmart,Electrónico,Tablets,53186,36,62
16-11-2019,América del Sur-Chile-Santiago,Walmart,Doméstico,Cafeteras,72673,319,29
07-04-2023,América del Sur-Perú-Arequipa,ElectroChile,Baño,Calefones,94186,34,13
13-11-2021,América Central-México-Guadalajara,Homecenter,Baño,Espejos,178977,51,77
10-03-2019,América Central-México-Guadalajara,PC Factory,Doméstico,Licuadoras,133416,28,469
07-03-2019,América del Sur-Colombia-Cali,Falabella,Cocina,Ollas,122437,157,38
16-01-2022,América Central-México-Monterrey,Hites,Deporte,Pelotas,142450,35,38
02-07-2017,América Central-México-Cancún,Ripley,Automotriz,Baterías,61097,408,25
01-10-2022,América del Sur-Argentina-Córdoba,Paris,Doméstico,Cafeteras,135798,92,195
27-02-2023,América del Sur-Perú-Trujillo,Amazon,Doméstico,Licuadoras,77408,38,73
30-06-2022,América Central-México-Cancún,Paris,Moda,Pantalones,198082,70,113
22-06-2023,América Central-México-Guadalajara,Sodimac,Automotriz,Filtros,173580,268,41
28-02-2019,América del Sur-Brasil-São Paulo,Falabella,Doméstico,Ventiladores,149173,4,20
16-06-2021,América del Sur-Perú-Cusco,Homecenter,Deporte,Pelotas,55232,166,219
30-06-2023,América Central-México-Cancún,Homecenter,Cocina,Sartenes,17865,252,156
24-05-2017,América del Sur-Perú-Trujillo,Amazon,Baño,Espejos,163696,2,82
14-08-2023,América del Sur-Chile-Temuco,PC Factory,Electrónico,Celulares,109601,187,184
01-01-2022,América Central-México-Cancún,PC Factory,Electrónico,Audífonos,83750,68,139
18-02-2017,América Central-México-Guadalajara,Linio,Automotriz,Aceites,155694,42,278
10-10-2023,América Central-México-Guadalajara,Linio,Deporte,Pelotas,63042,330,114
10-12-2019,América del Sur-Colombia-Bogotá,Homecenter,Deporte,Patines,151884,238,163
02-03-2018,América del Sur-Brasil-Curitiba,Amazon,Automotriz,Filtros,46171,246,145
23-06-2021,América del Sur-Colombia-Cali,Hites,Jardinería,Tijeras podadoras,16118,286,27
02-06-2019,América del Sur-Brasil-Curitiba,Linio,Electrónico,Tablets,49826,273,24
01-09-2018,América del Sur-Colombia-Cartagena,Mercado Libre,Deporte,Trotadoras,23685,1,462
18-01-2021,América Central-México-Ciudad de México,eBay,Electrónico,Audífonos,154445,186,20
07-03-2018,América Central-México-Ciudad de México,Amazon,Automotriz,Neumáticos,140317,310,11
21-06-2020,América Central-México-Monterrey,Hites,Baño,Jacuzzis,184953,125,152
02-07-2019,América del Sur-Colombia-Medellín,Walmart,Deporte,Patines,23691,106,76
19-10-2019,América del Sur-Colombia-Cartagena,Aliexpress,Doméstico,Ventiladores,10475,16,82
18-08-2021,América Central-México-Ciudad de México,Amazon,Electrónico,Celulares,34026,24,13
05-03-2017,América del Sur-Colombia-Cali,Easy,Electrónico,Tablets,156443,15,208
15-03-2018,América Central-México-Guadalajara,Homecenter,Automotriz,Herramientas de reparación,82953,22,148
18-10-2021,América del Sur-Perú-Cusco,ElectroChile,Doméstico,Lavadoras,37083,39,355
06-01-2021,América del Sur-Chile-Temuco,Sodimac,Baño,Toallas,19371,318,161
15-06-2019,América Central-México-Monterrey,Homecenter,Deporte,Trotadoras,12663,163,43
16-11-2022,América del Sur-Colombia-Medellín,Mercado Libre,Cocina,Microondas,165776,178,13
01-08-2021,América del Sur-Chile-Valparaíso,PC Factory,Jardinería,Mangueras,40636,95,57
13-07-2018,América Central-México-Ciudad de México,Easy,Electrónico,Tablets,183815,51,177
14-01-2017,América Central-México-Ciudad de México,ElectroChile,Electrónico,Celulares,23379,21,308
27-06-2017,América Central-México-Guadalajara,Sodimac,Electrónico,Audífonos,150580,14,6
29-04-2023,América del Sur-Brasil-Brasilia,Paris,Deporte,Patines,24880,3,97
17-09-2022,América del Sur-Brasil-Río de Janeiro,Walmart,Electrónico,Audífonos,137060,195,22
17-11-2017,América del Sur-Brasil-São Paulo,ElectroChile,Automotriz,Filtros,172185,22,9
08-07-2019,América del Sur-Argentina-Rosario,PC Factory,Moda,Mochilas,67722,31,199
20-01-2023,América del Sur-Brasil-Brasilia,Walmart,Deporte,Colchonetas,69229,50,154
24-08-2022,América del Sur-Brasil-São Paulo,Walmart,Moda,Poleras,25012,4,461
05-08-2019,América Central-México-Cancún,Aliexpress,Deporte,Trotadoras,35477,85,82
12-12-2017,América del Sur-Argentina-Córdoba,Linio,Cocina,Hornos,84504,0,35
18-02-2018,América Central-México-Monterrey,Hites,Moda,Mochilas,139127,94,88
01-12-2023,América Central-México-Guadalajara,Mercado Libre,Jardinería,Mangueras,52114,244,22
03-12-2018,América del Sur-Brasil-Curitiba,Walmart,Cocina,Ollas,57621,43,312
23-10-2018,América Central-México-Guadalajara,Sodimac,Electrónico,Audífonos,70393,124,265
09-07-2017,América Central-México-Ciudad de México,Falabella,Deporte,Colchonetas,100539,157,35
18-12-2018,América Central-México-Ciudad de México,Paris,Automotriz,Neumáticos,183519,7,13
12-04-2018,América Central-México-Ciudad de México,Aliexpress,Electrónico,Celulares,17680,235,233
03-03-2021,América Central-México-Guadalajara,Mercado Libre,Cocina,Ollas,120900,187,224
15-05-2018,América del Sur-Chile-Concepción,PC Factory,Moda,Carteras,52645,29,139
18-09-2017,América Central-México-Monterrey,Ripley,Doméstico,Lavadoras,70938,117,80
21-11-2017,América Central-México-Ciudad de México,Homecenter,Electrónico,Televisores,58364,137,159
01-08-2023,América Central-México-Ciudad de México,Ripley,Jardinería,Fertilizantes,76175,396,23
13-08-2020,América del Sur-Chile-Santiago,Falabella,Moda,Zapatillas,124790,166,289
07-09-2018,América del Sur-Argentina-Mendoza,Easy,Deporte,Pesas,48957,68,197
10-11-2023,América del Sur-Brasil-Río de Janeiro,PC Factory,Cocina,Ollas,34720,110,31
27-05-2018,América Central-México-Monterrey,PC Factory,Automotriz,Aceites,65212,45,102
14-07-2019,América del Sur-Colombia-Bogotá,Linio,Cocina,Microondas,47357,37,433
06-01-2019,América Central-México-Cancún,Amazon,Deporte,Colchonetas,188113,19,20
23-02-2021,América del Sur-Colombia-Cartagena,Hites,Doméstico,Refrigeradores,166211,61,21
13-08-2018,América del Sur-Perú-Arequipa,Amazon,Electrónico,Computadores,67649,272,102
08-02-2017,América del Sur-Chile-Valparaíso,Easy,Moda,Carteras,97062,6,271
08-05-2022,América del Sur-Perú-Arequipa,Homecenter,Automotriz,Filtros,190801,2,23
10-08-2019,América Central-México-Cancún,Aliexpress,Doméstico,Aspiradoras,22361,155,181
24-12-2019,América del Sur-Argentina-Rosario,Easy,Jardinería,Tijeras podadoras,49921,47,36
22-11-2023,América del Sur-Colombia-Bogotá,Sodimac,Deporte,Pesas,89910,110,388
24-03-2017,América Central-México-Guadalajara,Ripley,Automotriz,Filtros,77229,261,54
26-05-2021,América del Sur-Perú-Trujillo,Homecenter,Baño,Jacuzzis,88094,86,39
24-02-2017,América del Sur-Chile-Valparaíso,ElectroChile,Electrónico,Drones,20361,16,118
03-05-2020,América del Sur-Argentina-Rosario,Falabella,Moda,Zapatillas,102832,164,65
03-01-2021,América del Sur-Colombia-Bogotá,Amazon,Automotriz,Herramientas de reparación,178324,60,1
15-06-2022,América Central-México-Monterrey,Linio,Doméstico,Lavadoras,43847,338,78
07-10-2018,América Central-México-Ciudad de México,Ripley,Jardinería,Fertilizantes,83066,398,21
14-04-2017,América del Sur-Chile-Temuco,Linio,Doméstico,Lavadoras,150368,134,355
07-06-2018,América del Sur-Brasil-São Paulo,Walmart,Baño,Espejos,85911,23,37
05-01-2019,América del Sur-Colombia-Medellín,ElectroChile,Electrónico,Audífonos,67343,252,82
11-08-2020,América del Sur-Brasil-Brasilia,Homecenter,Jardinería,Maceteros,67670,25,11
04-06-2018,América Central-México-Monterrey,Mercado Libre,Deporte,Trotadoras,134056,164,45
05-11-2017,América Central-México-Guadalajara,Mercado Libre,Cocina,Microondas,114772,112,95
28-02-2017,América Central-México-Guadalajara,Linio,Baño,Calefones,83808,104,245
03-04-2022,América del Sur-Colombia-Cali,PC Factory,Cocina,Ollas,60680,26,383
18-04-2018,América Central-México-Monterrey,Amazon,Deporte,Pesas,57831,300,20
27-12-2017,América del Sur-Colombia-Cali,Aliexpress,Automotriz,Neumáticos,171937,69,41
11-07-2022,América Central-México-Cancún,Amazon,Doméstico,Cafeteras,194614,119,208
14-10-2018,América del Sur-Brasil-Brasilia,Sodimac,Doméstico,Cafeteras,166863,257,40
23-01-2021,América del Sur-Chile-Santiago,ElectroChile,Moda,Zapatillas,180125,21,164
23-10-2017,América Central-México-Guadalajara,PC Factory,Baño,Dispensadores de jabón,27587,75,49
14-04-2018,América Central-México-Monterrey,PC Factory,Automotriz,Aceites,110397,226,76
26-10-2017,América del Sur-Chile-Temuco,Paris,Jardinería,Rastrillos,118781,172,283
15-08-2022,América Central-México-Cancún,Easy,Doméstico,Aspiradoras,52629,83,25
03-12-2021,América del Sur-Brasil-Río de Janeiro,Paris,Doméstico,Ventiladores,54097,70,128
22-03-2017,América del Sur-Brasil-Brasilia,Falabella,Electrónico,Celulares,159635,37,69
10-01-2023,América del Sur-Brasil-Río de Janeiro,Hites,Automotriz,Neumáticos,65464,22,139
14-08-2017,América Central-México-Cancún,eBay,Deporte,Colchonetas,173471,55,70
02-06-2020,América Central-México-Guadalajara,Hites,Baño,Espejos,23583,406,36
13-04-2020,América del Sur-Colombia-Cali,Mercado Libre,Moda,Chaquetas,168965,185,206
20-05-2017,América del Sur-Chile-Temuco,Hites,Baño,Jacuzzis,14278,41,213
11-07-2023,América Central-México-Ciudad de México,Mercado Libre,Baño,Duchas,60573,160,265
17-06-2022,América Central-México-Guadalajara,Walmart,Electrónico,Tablets,132340,218,81
20-08-2020,América Central-México-Monterrey,Ripley,Deporte,Pelotas,156267,249,30
08-01-2020,América del Sur-Brasil-Curitiba,eBay,Automotriz,Herramientas de reparación,76720,272,223
25-12-2022,América del Sur-Chile-Valparaíso,Hites,Deporte,Trotadoras,156665,77,128
16-12-2023,América del Sur-Chile-Concepción,PC Factory,Deporte,Pelotas,117485,334,32
26-08-2019,América del Sur-Argentina-Rosario,Paris,Jardinería,Rastrillos,63146,182,201
01-03-2017,América del Sur-Perú-Trujillo,Easy,Cocina,Ollas,173420,45,28
10-11-2019,América del Sur-Brasil-São Paulo,Hites,Doméstico,Lavadoras,162857,15,164
25-11-2017,América Central-México-Ciudad de México,Sodimac,Cocina,Cuchillos,119045,100,162
17-03-2020,América Central-México-Ciudad de México,Aliexpress,Baño,Dispensadores de jabón,172914,59,305
30-06-2019,América Central-México-Guadalajara,Hites,Electrónico,Celulares,151762,58,127
12-02-2022,América Central-México-Ciudad de México,PC Factory,Baño,Toallas,98762,77,7
08-06-2017,América del Sur-Brasil-Brasilia,Walmart,Deporte,Pelotas,129778,104,160
20-07-2020,América Central-México-Monterrey,Paris,Doméstico,Licuadoras,176905,21,141
11-10-2019,América del Sur-Chile-Santiago,Falabella,Cocina,Cuchillos,133915,132,56
24-07-2018,América del Sur-Argentina-Mendoza,Hites,Jardinería,Tijeras podadoras,134514,66,38
07-01-2018,América Central-México-Monterrey,Falabella,Jardinería,Maceteros,42281,144,267
09-06-2022,América del Sur-Chile-Concepción,Amazon,Baño,Toallas,29360,241,220
16-06-2017,América Central-México-Ciudad de México,Ripley,Deporte,Pelotas,14701,52,277
28-11-2020,América Central-México-Guadalajara,Hites,Deporte,Trotadoras,140840,443,28
12-12-2022,América Central-México-Monterrey,Easy,Jardinería,Rastrillos,112246,23,475
09-12-2020,América Central-México-Ciudad de México,Paris,Moda,Carteras,31628,27,146
27-06-2017,América del Sur-Colombia-Bogotá,Mercado Libre,Automotriz,Aceites,38272,11,81
02-05-2019,América Central-México-Guadalajara,Amazon,Cocina,Sartenes,30772,93,40
12-01-2023,América Central-México-Ciudad de México,Linio,Electrónico,Drones,57520,34,422
14-03-2020,América del Sur-Colombia-Bogotá,ElectroChile,Deporte,Pesas,85901,8,56
16-03-2023,América del Sur-Brasil-Curitiba,Homecenter,Baño,Calefones,156143,109,11
04-02-2019,América del Sur-Chile-Valparaíso,Easy,Baño,Calefones,119878,162,95
01-04-2021,América Central-México-Guadalajara,Hites,Jardinería,Tijeras podadoras,76657,327,91
31-07-2018,América del Sur-Perú-Cusco,Linio,Baño,Espejos,101042,237,243
05-06-2020,América Central-México-Monterrey,eBay,Deporte,Bicicletas,108193,158,298
25-04-2017,América Central-México-Guadalajara,Mercado Libre,Electrónico,Audífonos,68265,246,58
16-06-2019,América del Sur-Perú-Cusco,Ripley,Baño,Calefones,163147,149,294
29-06-2017,América del Sur-Colombia-Bogotá,Mercado Libre,Moda,Pantalones,178921,232,154
16-04-2023,América Central-México-Ciudad de México,Aliexpress,Cocina,Microondas,143974,278,20
25-03-2020,América Central-México-Monterrey,Homecenter,Baño,Espejos,167154,369,92
05-11-2021,América del Sur-Brasil-Curitiba,ElectroChile,Electrónico,Televisores,150814,13,404
18-07-2021,América del Sur-Brasil-Brasilia,Sodimac,Moda,Carteras,23379,126,174
21-05-2017,América del Sur-Perú-Cusco,ElectroChile,Cocina,Batidoras,42757,184,114
27-03-2018,América del Sur-Colombia-Medellín,Sodimac,Baño,Duchas,164925,71,189
26-05-2017,América del Sur-Colombia-Medellín,Sodimac,Deporte,Trotadoras,29606,155,59
29-01-2020,América Central-México-Cancún,Ripley,Cocina,Ollas,11761,209,176
22-09-2023,América Central-México-Ciudad de México,Falabella,Automotriz,Baterías,196602,45,77
04-07-2018,América Central-México-Guadalajara,Linio,Jardinería,Tijeras podadoras,123411,267,142
22-08-2018,América del Sur-Brasil-São Paulo,Easy,Baño,Duchas,42361,135,38
29-11-2022,América del Sur-Argentina-Rosario,Falabella,Moda,Poleras,57522,223,123
20-05-2022,América Central-México-Cancún,eBay,Jardinería,Fertilizantes,175549,161,136
27-06-2023,América Central-México-Monterrey,Sodimac,Electrónico,Celulares,117556,122,119
03-07-2023,América del Sur-Argentina-Rosario,Walmart,Automotriz,Herramientas de reparación,25836,29,294
12-10-2019,América Central-México-Monterrey,Ripley,Doméstico,Aspiradoras,16920,96,339
21-07-2021,América Central-México-Ciudad de México,Aliexpress,Jardinería,Tijeras podadoras,66156,91,171
20-05-2020,América del Sur-Colombia-Cartagena,Falabella,Electrónico,Celulares,173413,14,50
08-01-2019,América Central-México-Ciudad de México,Easy,Baño,Espejos,143440,69,24
04-11-2022,América del Sur-Chile-Concepción,Falabella,Baño,Jacuzzis,186463,30,192
11-06-2021,América del Sur-Brasil-Río de Janeiro,Sodimac,Baño,Toallas,114317,19,222
14-07-2023,América Central-México-Cancún,Amazon,Moda,Chaquetas,43179,185,50
18-02-2022,América Central-México-Cancún,ElectroChile,Automotriz,Herramientas de reparación,52295,287,99
20-07-2020,América del Sur-Colombia-Cali,Amazon,Doméstico,Cafeteras,45384,52,356
13-09-2020,América Central-México-Monterrey,Amazon,Deporte,Colchonetas,142452,135,200
15-05-2023,América del Sur-Brasil-Río de Janeiro,ElectroChile,Moda,Poleras,59516,0,38
25-08-2023,América del Sur-Colombia-Bogotá,Paris,Electrónico,Televisores,28474,130,220
21-09-2018,América Central-México-Monterrey,ElectroChile,Automotriz,Herramientas de reparación,19226,40,19
08-09-2017,América Central-México-Cancún,Hites,Cocina,Microondas,29643,311,24
19-08-2018,América del Sur-Chile-Valparaíso,Aliexpress,Baño,Dispensadores de jabón,80027,82,95
15-08-2020,América del Sur-Perú-Cusco,Paris,Cocina,Hornos,22742,318,144
31-07-2017,América del Sur-Colombia-Cali,PC Factory,Baño,Espejos,85058,174,301
30-11-2017,América del Sur-Colombia-Medellín,Ripley,Automotriz,Baterías,66487,137,205
21-02-2018,América del Sur-Chile-Valparaíso,Ripley,Baño,Toallas,149411,12,11
08-09-2017,América Central-México-Monterrey,Hites,Deporte,Pelotas,162214,53,379
09-03-2023,América del Sur-Argentina-Córdoba,Linio,Deporte,Bicicletas,157136,13,168
08-05-2017,América Central-México-Monterrey,Paris,Deporte,Colchonetas,44836,269,214
16-10-2022,América del Sur-Chile-Concepción,Sodimac,Doméstico,Lavadoras,24973,130,167
26-10-2018,América Central-México-Cancún,Easy,Cocina,Microondas,20909,227,117
20-11-2019,América Central-México-Monterrey,Walmart,Moda,Carteras,128525,124,63
19-12-2019,América del Sur-Chile-Temuco,Hites,Baño,Jacuzzis,138887,10,50
10-05-2018,América del Sur-Chile-Concepción,PC Factory,Automotriz,Aceites,96380,142,86
21-04-2018,América del Sur-Colombia-Cali,Linio,Doméstico,Licuadoras,10262,77,160
16-11-2017,América Central-México-Monterrey,Hites,Cocina,Ollas,65629,165,11
15-03-2020,América del Sur-Chile-Temuco,PC Factory,Automotriz,Aceites,25697,183,84
27-12-2020,América Central-México-Guadalajara,eBay,Doméstico,Ventiladores,153996,299,167
26-05-2021,América del Sur-Chile-Concepción,Walmart,Automotriz,Filtros,164484,128,96
04-12-2022,América Central-México-Monterrey,ElectroChile,Moda,Carteras,38675,257,142
11-02-2023,América Central-México-Guadalajara,ElectroChile,Cocina,Ollas,196292,58,6
05-11-2020,América del Sur-Perú-Arequipa,Mercado Libre,Doméstico,Licuadoras,184397,86,20
17-09-2018,América Central-México-Ciudad de México,PC Factory,Automotriz,Filtros,61523,322,176
28-10-2023,América del Sur-Colombia-Medellín,Aliexpress,Electrónico,Drones,198916,31,1
12-03-2023,América Central-México-Cancún,Sodimac,Electrónico,Televisores,191527,15,391
01-12-2021,América del Sur-Chile-Valparaíso,PC Factory,Moda,Pantalones,172833,64,21
29-12-2017,América del Sur-Chile-Concepción,Ripley,Jardinería,Tijeras podadoras,34001,305,91
28-11-2019,América Central-México-Cancún,Aliexpress,Automotriz,Baterías,31486,39,232
02-03-2017,América del Sur-Chile-Concepción,Easy,Automotriz,Baterías,51973,219,154
21-09-2022,América Central-México-Cancún,Paris,Baño,Calefones,21618,398,53
17-06-2018,América Central-México-Monterrey,Mercado Libre,Moda,Pantalones,170545,116,4
16-10-2017,América Central-México-Ciudad de México,PC Factory,Deporte,Trotadoras,45743,13,10
31-08-2020,América Central-México-Cancún,Sodimac,Baño,Duchas,185077,36,329
03-04-2021,América Central-México-Ciudad de México,Walmart,Moda,Chaquetas,44561,172,1
09-05-2017,América del Sur-Chile-Valparaíso,Walmart,Jardinería,Rastrillos,45230,95,43
06-01-2018,América del Sur-Perú-Trujillo,Easy,Electrónico,Televisores,192810,229,209
16-03-2022,América Central-México-Cancún,Mercado Libre,Deporte,Trotadoras,82674,46,72
30-09-2023,América Central-México-Guadalajara,Ripley,Cocina,Sartenes,124439,83,321
30-04-2023,América del Sur-Colombia-Bogotá,Falabella,Electrónico,Televisores,151747,31,46
06-03-2021,América del Sur-Perú-Lima,Aliexpress,Moda,Carteras,35835,1,318
14-10-2023,América del Sur-Perú-Cusco,Easy,Automotriz,Baterías,32312,153,196
03-02-2017,América del Sur-Colombia-Cali,Aliexpress,Deporte,Patines,188239,32,271
15-05-2018,América del Sur-Argentina-Rosario,Aliexpress,Moda,Pantalones,66796,58,122
22-10-2020,América del Sur-Brasil-Brasilia,Linio,Automotriz,Baterías,14833,19,8
21-02-2019,América del Sur-Brasil-Brasilia,PC Factory,Deporte,Colchonetas,20525,171,13
07-11-2021,América Central-México-Ciudad de México,Ripley,Moda,Chaquetas,138517,47,119
16-09-2021,América Central-México-Monterrey,eBay,Moda,Mochilas,146881,93,144
10-12-2020,América del Sur-Chile-Valparaíso,Ripley,Deporte,Pesas,72577,26,102
17-01-2019,América del Sur-Chile-Temuco,Mercado Libre,Moda,Poleras,50106,113,151
19-08-2023,América del Sur-Colombia-Medellín,Easy,Automotriz,Aceites,38978,138,57
12-10-2018,América Central-México-Monterrey,Amazon,Automotriz,Filtros,180758,38,56
19-10-2021,América del Sur-Chile-Temuco,Walmart,Cocina,Ollas,81402,44,16
02-09-2017,América Central-México-Cancún,PC Factory,Doméstico,Lavadoras,165859,321,3
07-07-2022,América del Sur-Colombia-Bogotá,Aliexpress,Deporte,Bicicletas,179767,127,243
28-10-2022,América del Sur-Argentina-Buenos Aires,Sodimac,Deporte,Pesas,186813,35,360
18-12-2020,América Central-México-Monterrey,Amazon,Moda,Chaquetas,161629,35,19
24-01-2021,América del Sur-Brasil-São Paulo,Aliexpress,Baño,Dispensadores de jabón,198802,273,142
06-08-2022,América del Sur-Brasil-Río de Janeiro,Aliexpress,Jardinería,Rastrillos,174579,141,143
28-03-2017,América Central-México-Cancún,Ripley,Doméstico,Refrigeradores,138245,30,28
02-12-2019,América del Sur-Chile-Valparaíso,Ripley,Electrónico,Cámaras,156963,192,268
10-05-2019,América Central-México-Cancún,Mercado Libre,Moda,Poleras,12875,28,296
04-02-2023,América Central-México-Guadalajara,ElectroChile,Electrónico,Audífonos,51261,284,183
08-04-2021,América del Sur-Chile-Santiago,eBay,Cocina,Batidoras,67906,303,78
21-01-2023,América del Sur-Chile-Valparaíso,Ripley,Automotriz,Neumáticos,198565,169,305
27-08-2020,América del Sur-Brasil-Curitiba,Ripley,Deporte,Bicicletas,30812,83,27
29-06-2020,América del Sur-Brasil-Río de Janeiro,Falabella,Jardinería,Tijeras podadoras,115384,282,171
25-08-2021,América del Sur-Colombia-Bogotá,PC Factory,Deporte,Pesas,114282,74,178
13-06-2021,América del Sur-Colombia-Medellín,Amazon,Cocina,Ollas,82535,219,209
11-07-2022,América del Sur-Perú-Trujillo,Homecenter,Electrónico,Cámaras,130832,90,84
06-01-2021,América del Sur-Argentina-Buenos Aires,PC Factory,Moda,Pantalones,43652,5,41
17-10-2023,América del Sur-Colombia-Bogotá,Easy,Cocina,Ollas,172096,188,89
31-10-2020,América del Sur-Argentina-Córdoba,Walmart,Deporte,Trotadoras,169757,346,86
26-05-2021,América del Sur-Brasil-Brasilia,Sodimac,Cocina,Microondas,69220,13,32
09-09-2020,América del Sur-Brasil-São Paulo,Walmart,Electrónico,Drones,59057,40,202
12-05-2023,América Central-México-Ciudad de México,Aliexpress,Doméstico,Cafeteras,161459,24,342
10-05-2022,América del Sur-Argentina-Córdoba,Falabella,Cocina,Ollas,181442,53,157
02-02-2017,América del Sur-Chile-Concepción,Sodimac,Baño,Dispensadores de jabón,156580,34,40
13-04-2017,América del Sur-Perú-Lima,ElectroChile,Doméstico,Lavadoras,145995,80,37
23-09-2019,América Central-México-Guadalajara,Falabella,Electrónico,Cámaras,169296,27,4
10-10-2018,América Central-México-Ciudad de México,Walmart,Deporte,Patines,12064,86,145
01-07-2018,América del Sur-Perú-Trujillo,Amazon,Jardinería,Mangueras,76850,105,209
08-08-2017,América del Sur-Brasil-Curitiba,Sodimac,Moda,Mochilas,131829,63,335
09-03-2018,América Central-México-Guadalajara,Ripley,Automotriz,Aceites,46800,328,24
07-11-2020,América Central-México-Ciudad de México,ElectroChile,Doméstico,Cafeteras,114307,245,235
16-07-2018,América Central-México-Guadalajara,Paris,Automotriz,Baterías,188815,32,416
25-02-2019,América del Sur-Chile-Valparaíso,Homecenter,Electrónico,Cámaras,60669,170,28
06-08-2023,América del Sur-Brasil-São Paulo,PC Factory,Cocina,Microondas,194030,50,52
21-01-2017,América Central-México-Guadalajara,Mercado Libre,Deporte,Bicicletas,98509,20,12
13-09-2017,América del Sur-Chile-Temuco,Amazon,Moda,Carteras,27582,39,30
23-08-2021,América del Sur-Argentina-Buenos Aires,PC Factory,Cocina,Ollas,189546,181,18
16-07-2022,América del Sur-Chile-Valparaíso,Mercado Libre,Electrónico,Audífonos,151636,34,0
02-07-2018,América del Sur-Chile-Santiago,Falabella,Doméstico,Refrigeradores,29585,60,361
18-11-2022,América del Sur-Argentina-Rosario,Homecenter,Deporte,Colchonetas,116709,260,31
27-12-2018,América Central-México-Ciudad de México,Homecenter,Moda,Chaquetas,40388,385,33
15-11-2019,América Central-México-Guadalajara,ElectroChile,Electrónico,Computadores,98151,25,336
14-01-2023,América del Sur-Colombia-Cartagena,Aliexpress,Moda,Mochilas,62704,281,101
08-02-2020,América Central-México-Cancún,Sodimac,Electrónico,Televisores,144133,26,221
13-08-2019,América Central-México-Monterrey,ElectroChile,Baño,Calefones,95138,371,7
23-02-2019,América Central-México-Monterrey,Aliexpress,Electrónico,Celulares,131482,226,7
01-05-2020,América Central-México-Guadalajara,Falabella,Jardinería,Rastrillos,125557,95,342
30-12-2022,América del Sur-Perú-Lima,Easy,Baño,Duchas,73880,171,54
03-01-2022,América Central-México-Ciudad de México,Sodimac,Automotriz,Baterías,60584,5,236
21-04-2017,América del Sur-Chile-Temuco,Linio,Cocina,Hornos,101718,11,295
09-08-2022,América Central-México-Ciudad de México,Mercado Libre,Automotriz,Baterías,125996,238,91
04-08-2021,América Central-México-Guadalajara,Walmart,Jardinería,Fertilizantes,103109,147,274
25-02-2023,América del Sur-Colombia-Medellín,Ripley,Jardinería,Tijeras podadoras,52805,135,56
05-01-2017,América Central-México-Guadalajara,Mercado Libre,Deporte,Patines,108902,11,20
03-11-2020,América Central-México-Guadalajara,Aliexpress,Baño,Jacuzzis,79064,147,219
08-05-2017,América del Sur-Colombia-Bogotá,ElectroChile,Deporte,Pelotas,107404,13,346
20-03-2021,América Central-México-Ciudad de México,Ripley,Jardinería,Maceteros,147706,16,136
30-07-2017,América Central-México-Cancún,Linio,Electrónico,Cámaras,144917,76,37
23-06-2017,América del Sur-Colombia-Cali,Amazon,Electrónico,Celulares,197156,78,185
29-10-2018,América del Sur-Colombia-Bogotá,PC Factory,Automotriz,Aceites,131873,171,156
22-06-2020,América Central-México-Cancún,Sodimac,Deporte,Bicicletas,79327,25,9
02-11-2019,América Central-México-Ciudad de México,Aliexpress,Deporte,Colchonetas,116144,69,163
22-12-2023,América Central-México-Monterrey,Paris,Jardinería,Mangueras,110693,17,382
27-09-2018,América del Sur-Argentina-Rosario,Paris,Deporte,Bicicletas,59708,183,86
07-08-2017,América del Sur-Perú-Lima,Ripley,Cocina,Batidoras,164159,264,149
04-02-2017,América Central-México-Guadalajara,Hites,Doméstico,Cafeteras,170746,0,67
11-11-2021,América Central-México-Cancún,Easy,Cocina,Sartenes,89639,49,340
06-06-2019,América Central-México-Monterrey,Ripley,Baño,Jacuzzis,10726,167,257
29-08-2022,América del Sur-Chile-Valparaíso,Walmart,Electrónico,Televisores,67677,68,72
